Player Full Name,Birth Date,Year Start,Year End,Position,Height,Wingspan,Weight
Jimmy Butler,14.09.1989,2012,2018,F-G,203.2,201.9,236
Jimmy Carruth,04.11.1969,1997,1997,C-F,208.3,,265
Jimmy Collins,24.11.1946,1971,1972,G,188,,175
Jimmy Conner,20.03.1953,1976,1976,G,193,,190
Jimmy Darden,19.06.2022,1950,1950,G,185.4,,170
Jimmy Darrow,25.09.1937,1962,1962,G,177.8,,170
Jimmy Dawson,18.04.1945,1968,1968,G,182.9,,175
Jimmy Foster,16.12.1951,1975,1976,G,185.4,,175
Jimmy Jones,01.01.1945,1968,1977,G,193,,188
Jimmy King,09.08.1973,1996,1997,G,195.6,,210
Jimmy O'Brien,09.04.1950,1972,1975,G,185.4,,170
Jimmy Oliver,12.07.1969,1992,1999,G-F,195.6,,205
Jimmy Rayl,21.06.1941,1968,1969,G,188,,175
Jimmy Walker,08.04.1944,1968,1976,G,190.5,,195
Jiri Welsch,27.01.1980,2003,2006,G,200.7,,208
Jo Jo English,04.02.1970,1993,1995,G,193,,195
Jo Jo White,16.11.1946,1970,1981,G,190.5,,190
Joakim Noah,25.02.1985,2008,2018,C,210.8,216.5,230
Joao Vianna,15.11.1966,1992,1992,F,205.7,,215
Joby Wright,05.09.1950,1973,1976,F-C,203.2,,220
Jodie Meeks,21.08.1987,2010,2018,G,193,194.3,210
Joe Alexander,26.12.1986,2009,2010,F,203.2,212.1,230
Joe Arlauckas,20.07.1965,1988,1988,F,205.7,,230
Joe Barry Carroll,24.07.1958,1981,1991,C-F,213.4,,225
Joe Binion,26.03.1961,1987,1987,F,203.2,,235
Joe Bradley,24.09.2028,1950,1950,G,190.5,,175
Joe Bryant,19.10.1954,1976,1983,F-C,205.7,,185
Joe Buckhalter,01.08.1937,1962,1963,F,200.7,,210
Joe Caldwell,01.11.1941,1965,1975,F-G,195.6,,195
Joe Colone,23.01.2024,1949,1949,F,195.6,,210
Joe Cooke,14.08.1948,1971,1971,G,190.5,,175
Joe Cooper,01.09.1957,1982,1985,C-F,208.3,,230
Joe Courtney,17.10.1969,1993,1997,F,203.2,,235
Joe Crawford,17.06.1986,2009,2009,F,195.6,197.5,210
Joe Crispin,18.07.1979,2002,2002,G,182.9,,185
Joe DePre,19.12.1947,1971,1973,G,190.5,,185
Joe Dolhon,09.07.2027,1950,1951,G,182.9,,175
Joe Dumars,24.05.1963,1986,1999,G,190.5,,190
Joe Ellis,03.05.1944,1967,1974,F-G,198.1,,175
Joe Fabel,04.09.2013,1947,1947,F-G,185.4,,190
Joe Fulks,26.10.2021,1947,1954,F-C,195.6,,190
Joe Graboski,15.01.1930,1949,1962,F-C,200.7,,195
Joe Hamilton,05.07.1948,1971,1976,G,177.8,,160
Joe Hamood,07.09.1943,1968,1968,G,182.9,,180
Joe Harris,06.09.1991,2015,2018,G,198.1,198.1,219
Joe Hassett,11.09.1955,1978,1983,G,195.6,,180
Joe Holland,26.09.2025,1950,1952,F,193,,185
Joe Holup,26.02.1934,1957,1959,F,198.1,,215
Joe Hutton,06.10.2028,1951,1952,G,185.4,,170
Joe Ingles,02.10.1987,2015,2018,F-G,203.2,208.9,226
Joe Johnson,29.06.1981,2002,2018,G-F,200.7,205.7,240
Joe Kennedy,12.01.1947,1969,1971,F,198.1,,210
Joe Kleine,04.01.1962,1986,2000,C,210.8,,255
Joe Kopicki,12.06.1960,1983,1985,F,205.7,,240
Joe McNamee,24.09.2026,1951,1952,F-C,198.1,,210
Joe Meriweather,26.10.1953,1976,1985,C-F,208.3,,215
Joe Mullaney,17.11.2024,1950,1950,G,182.9,,165
Joe Pace,18.12.1953,1977,1978,C,208.3,,220
Joe Reaves,27.05.1950,1974,1974,F,195.6,,210
Joe Roberts,18.05.1936,1961,1968,F,198.1,,214
Joe Ruklick,03.08.1938,1960,1962,F-C,205.7,,220
Joe Smith,26.07.1975,1996,2011,F,208.3,,225
Joe Smyth,22.05.2029,1954,1954,F,190.5,,215
Joe Stephens,28.01.1973,1997,2000,F,200.7,,210
Joe Strawder,21.09.1940,1966,1968,C,208.3,,235
Joe Thomas,09.03.1948,1971,1971,F,198.1,,205
Joe Wolf,17.12.1964,1988,1999,F-C,210.8,,230
Joe Young,27.06.1992,2016,2018,G,188,,180
Joel Anthony,09.08.1982,2008,2017,C,205.7,,245
Joel Bolomboy,28.01.1994,2017,2018,F,205.7,217.8,235
Joel Embiid,16.03.1994,2017,2018,C-F,213.4,,250
Joel Freeland,07.02.1987,2013,2015,F-C,208.3,,250
Joel Kramer,30.11.1955,1979,1983,F-C,200.7,,203
Joel Przybilla,10.10.1979,2001,2013,C,215.9,,255
Joey Dorsey,16.12.1983,2009,2015,F,203.2,217.8,268
Joey Graham,11.06.1982,2006,2011,F,200.7,203.2,225
Joffrey Lauvergne,30.09.1991,2015,2018,C-F,210.8,,220
Johan Petro,27.01.1986,2006,2013,C,213.4,,247
John Abramovic,09.02.2019,1947,1948,F,190.5,,195
John Amaechi,26.11.1970,1996,2003,C-F,208.3,,270
John Arthurs,15.08.1947,1970,1970,G,193,,185
John Bagley,23.04.1960,1983,1994,G,182.9,,185
John Barber,27.06.2027,1957,1957,F,198.1,,210
John Barnhill,20.03.1938,1963,1972,G,185.4,,180
John Barr,08.08.2018,1947,1947,F,190.5,,205
John Battle,09.11.1962,1986,1995,G,188,,175
John Beasley,05.02.1944,1968,1974,F-C,205.7,,225
John Block,16.04.1944,1967,1976,F-C,205.7,,207
John Brisker,15.06.1947,1970,1975,F-G,195.6,,210
John Brown,14.12.1951,1974,1980,F,200.7,,220
John Celestand,06.03.1977,2000,2000,G,193,,178
John Chaney,29.02.2020,1950,1950,F-C,190.5,,185
John Clawson,15.05.1944,1969,1969,F,193,,200
John Coker,28.10.1971,1996,2001,C,213.4,,253
John Collins,23.09.1997,2018,2018,F,208.3,211.5,235
John Comeaux,15.09.1943,1968,1968,F,195.6,,193
John Coughran,12.09.1951,1980,1980,F,200.7,,225
John Crotty,15.07.1969,1993,2003,G,185.4,,185
John Dickson,18.11.1945,1968,1968,C,208.3,,240
John Douglas,12.06.1956,1982,1983,G,188,,170
John Drew,30.09.1954,1975,1985,F-G,198.1,,205
John Duren,30.10.1958,1981,1983,G,190.5,,195
John Edwards,31.07.1981,2005,2006,C,213.4,224.8,275
John Fairchild,28.04.1943,1966,1970,F,203.2,,205
John Garris,06.06.1959,1984,1984,F,203.2,,205
John Gianelli,10.06.1950,1973,1980,C-F,208.3,,220
John Greig,28.04.1961,1983,1983,F,200.7,,215
John Hargis,20.08.2020,1950,1951,G-F,188,,180
John Havlicek,08.04.1940,1963,1978,F-G,195.6,,203
John Hazen,02.03.2027,1949,1949,G,188,,172
John Henson,28.12.1990,2013,2018,C-F,210.8,226.1,229
John Holland,06.11.1988,2018,2018,G-F,195.6,,205
John Hummer,04.05.1948,1971,1976,F-C,205.7,,230
John Janisch,15.03.2020,1947,1948,F-G,190.5,,200
John Jenkins,06.03.1991,2013,2017,G,193,204.5,215
John Johnson,18.10.1947,1971,1982,F,200.7,,200
John Kuester,06.02.1955,1978,1980,G,188,,180
John Lambert,14.01.1953,1976,1982,C-F,208.3,,225
John Laskowski,07.06.1953,1976,1977,G,198.1,,185
John Logan,01.01.2021,1947,1951,G,188,,175
John Long,28.08.1956,1979,1997,G-F,195.6,,195
John Lucas,31.10.1953,1977,1990,G,190.5,,175
John Lucas III,21.11.1982,2006,2017,G,180.3,182.9,166
John Mahnken,16.06.2022,1947,1953,C,203.2,,220
John Mandic,03.10.2019,1949,1950,F-C,193,,205
John McConathy,09.04.1930,1952,1952,F,195.6,,195
John McCullough,05.10.1956,1982,1982,G,193,,190
John Mengelt,16.10.1949,1972,1981,G,188,,195
John Mills,07.09.2019,1947,1947,C-F,203.2,,203
John Morrison,02.05.1945,1968,1968,G,188,,190
John Morton,18.05.1967,1990,1992,G,190.5,,180
John Murphy,13.09.2024,1947,1947,F,188,,175
John O'Boyle,07.03.2028,1953,1953,G,188,,185
John Oldham,22.06.2023,1950,1951,G,190.5,,175
John Olive,01.03.1955,1979,1980,F,200.7,,210
John Paxson,29.09.1960,1984,1994,G,188,,185
John Pilch,11.07.2025,1952,1952,F,190.5,,185
John Pinone,19.02.1961,1984,1984,F,203.2,,230
John Postley,30.05.1940,1968,1968,F,195.6,,220
John Pritchard,23.01.2027,1950,1950,C,205.7,,220
John Rennicke,11.08.2029,1952,1952,G,188,,185
John Richter,12.03.1937,1960,1960,F,205.7,,225
John Roche,26.09.1949,1972,1982,G,190.5,,170
John Rudd,07.08.1955,1979,1979,F,200.7,,230
John Rudometkin,06.06.1940,1963,1965,F,198.1,,205
John Salley,16.05.1964,1987,2000,F-C,210.8,,230
John Salmons,12.12.1979,2003,2015,G,200.7,208.9,210
John Schweitz,19.04.1960,1985,1987,G,198.1,,210
John Shasky,31.07.1964,1989,1991,C,210.8,,235
John Shumate,06.04.1952,1976,1981,F-C,205.7,,235
John Smith,24.05.1944,1969,1970,C,213.4,,235
John Starks,10.08.1965,1989,2002,G,190.5,,180
John Stockton,26.03.1962,1985,2003,G,185.4,,170
John Stroeder,24.07.1958,1988,1989,F,208.3,,260
John Stroud,29.10.1957,1981,1981,F,200.7,,215
John Thomas,08.09.1975,1998,2006,F,205.7,,265
John Thompson,02.09.1941,1965,1966,F,208.3,,225
John Trapp,02.10.1945,1969,1973,F,200.7,,210
John Tresvant,06.11.1939,1965,1973,F-C,200.7,,215
John Tschogl,25.04.1950,1973,1975,F,198.1,,206
John Turner,30.11.1967,1992,1992,F,203.2,,245
John Vallely,03.10.1948,1971,1972,G,190.5,,185
John Wall,06.09.1990,2011,2018,G,193,206.4,195
John Wallace,09.02.1974,1997,2004,F,203.2,,225
John Warren,07.07.1947,1970,1974,G-F,190.5,,180
John Wetzel,22.10.1944,1968,1976,G-F,195.6,,190
John Williams,26.10.1966,1987,1995,F-C,203.2,,235
John Williamson,10.11.1951,1974,1981,G,188,,185
John Windsor,03.04.1940,1964,1964,F,203.2,,215
Johnathan Motley,04.05.1995,2018,2018,F,205.7,223.5,238
Johnny Austin,31.08.1944,1967,1968,G,182.9,,170
Johnny Bach,10.07.2024,1949,1949,F-G,188,,180
Johnny Baum,17.06.1946,1970,1974,F,195.6,,200
Johnny Cox,01.11.1936,1963,1963,G,193,,180
Johnny Davis,21.10.1955,1977,1986,G,188,,170
Johnny Dawkins,28.09.1963,1987,1995,G,188,,165
Johnny Egan,31.01.1939,1962,1972,G,180.3,,180
Johnny Ezersky,21.03.2022,1948,1950,F-G,190.5,,175
Johnny Green,08.12.1933,1960,1973,F-C,195.6,,200
Johnny High,25.04.1957,1980,1984,G,190.5,,185
Johnny Horan,24.11.1932,1956,1956,F,203.2,,190
Johnny Jones,12.03.1943,1968,1969,F,200.7,,205
Johnny Jorgensen,28.12.2021,1948,1949,G-F,188,,185
Johnny Macknowsky,07.01.2023,1950,1951,G-F,182.9,,180
Johnny Mathis,14.07.1943,1968,1968,F,198.1,,220
Johnny McCarthy,25.04.1934,1957,1964,G,185.4,,185
Johnny Moore,03.03.1958,1981,1990,G,185.4,,175
Johnny Neumann,11.09.1951,1972,1978,G-F,198.1,,200
Johnny Newman,28.11.1963,1987,2002,F-G,200.7,,190
Johnny Norlander,05.03.2021,1947,1951,F,190.5,,180
Johnny O'Bryant,01.06.1993,2015,2018,F-C,205.7,,257
Johnny Orr,10.06.2027,1950,1950,F,190.5,,195
Johnny Payak,20.11.2026,1950,1953,G-F,193,,174
Johnny Rogers,30.12.1963,1987,1988,F-C,208.3,,225
Johnny Simmons,07.07.2024,1947,1947,G,185.4,,184
Johnny Taylor,04.06.1974,1998,2000,F,205.7,,220
Jon Barry,25.07.1969,1993,2006,G,193,,195
Jon Brockman,20.03.1987,2010,2012,F,200.7,,255
Jon Koncak,17.05.1963,1986,1996,C-F,213.4,,250
Jon Leuer,14.05.1989,2012,2018,F,208.3,213.4,228
Jon McGlocklin,10.06.1943,1966,1976,G-F,195.6,,205
Jon Sundvold,02.07.1961,1984,1992,G,188,,170
Jonas Jerebko,02.03.1987,2010,2018,F,208.3,,231
Jonas Valanciunas,06.05.1992,2013,2018,C,213.4,,265
Jonathan Bender,30.01.1981,2000,2010,F,210.8,,202
Jonathan Gibson,08.11.1987,2017,2017,G,188,,185
Jonathan Isaac,03.10.1997,2018,2018,F,208.3,,210
Jonathan Kerner,06.06.1974,1999,1999,C,210.8,,245
Jonathon Simmons,14.09.1989,2016,2018,G-F,198.1,,195
Jonny Flynn,06.02.1989,2010,2012,G,182.9,193,185
Jordan Adams,08.07.1994,2015,2016,G,195.6,208.3,209
Jordan Bell,07.01.1995,2018,2018,F,205.7,212.7,224
Jordan Clarkson,07.06.1992,2015,2018,G,195.6,203.2,194
Jordan Crawford,23.10.1988,2011,2018,G,193,200.7,195
Jordan Farmar,30.11.1986,2007,2017,G,188,190.5,180
Jordan Hamilton,06.10.1990,2012,2016,G-F,200.7,207,220
Jordan Hill,27.07.1987,2010,2017,C-F,208.3,217.2,235
Jordan McRae,28.03.1991,2016,2017,G,198.1,214.6,185
Jordan Mickey,09.07.1994,2016,2018,F,203.2,221.6,235
Jordan Williams,11.10.1990,2012,2012,F,208.3,214,260
Jorge Garbajosa,19.12.1977,2007,2008,F,205.7,,245
Jorge Gutierrez,27.12.1988,2014,2016,G,190.5,,191
Jose Calderon,28.09.1981,2006,2018,G,190.5,,200
Jose Ortiz,25.10.1963,1989,1990,F,208.3,,225
Jose Slaughter,09.09.1960,1983,1983,G,195.6,,205
Joseph Forte,23.03.1981,2002,2003,G,193,199.4,194
Josh Akognon,10.02.1986,2013,2013,G,180.3,,185
Josh Boone,21.11.1984,2007,2010,F-C,208.3,,237
Josh Childress,20.06.1983,2005,2014,G-F,203.2,210.8,210
Josh Davis,10.08.1980,2004,2012,F,203.2,,235
Josh Grant,07.08.1967,1994,1994,F,205.7,,223
Josh Harrellson,12.02.1989,2012,2014,C,208.3,,275
Josh Hart,06.03.1995,2018,2018,G,195.6,204.5,209
Josh Howard,28.04.1980,2004,2013,F-G,200.7,218.4,210
Josh Huestis,19.12.1991,2016,2018,F,200.7,,230
Josh Jackson,10.02.1997,2018,2018,F-G,203.2,,207
Josh Magette,28.11.1989,2018,2018,G,185.4,,160
Josh McRoberts,28.02.1987,2008,2017,F,208.3,215.9,240
Josh Powell,25.01.1983,2006,2014,F,205.7,215.9,225
Josh Richardson,15.09.1993,2016,2018,G,198.1,,200
Josh Selby,27.03.1991,2012,2013,G,188,196.2,183
Josh Smith,05.12.1985,2005,2018,F,205.7,213.4,225
Jrue Holiday,12.06.1990,2010,2018,G,193,200.7,205
Juan Carlos Navarro,13.06.1980,2008,2008,G,190.5,,170
Juan Dixon,09.10.1978,2003,2009,G,190.5,,164
Juan Hernangomez,28.09.1995,2017,2018,F,205.7,,230
Juaquin Hawkins,02.07.1973,2003,2003,G-F,200.7,,220
Jud Buechler,19.06.1968,1991,2002,F-G,198.1,,220
Julian Hammond,27.05.1943,1968,1972,F,195.6,,205
Julian Wright,20.05.1987,2008,2011,F,203.2,219.1,225
Julius Erving,22.02.1950,1972,1987,F-G,200.7,,210
Julius Hodge,18.11.1983,2006,2007,G,200.7,214.6,210
Julius Keye,05.09.1946,1970,1975,F-C,208.3,,200
Julius Nwosu,01.05.1971,1995,1995,C,208.3,,255
Julius Randle,29.11.1994,2015,2018,F-C,205.7,213.4,250
Julyan Stone,07.12.1988,2012,2018,G,198.1,,200
Jumaine Jones,10.02.1979,2000,2007,F,203.2,,218
Junior Bridgeman,17.09.1953,1976,1987,F-G,195.6,,210
Junior Burrough,18.01.1973,1996,1996,F,203.2,,242
Junior Harrington,02.10.1980,2003,2007,G,193,,180
Justin Anderson,19.11.1993,2016,2018,G,198.1,212.7,228
Justin Dentmon,05.09.1985,2012,2013,G,180.3,,185
Justin Hamilton,01.04.1990,2014,2017,C,213.4,210.8,260
Justin Harper,30.08.1989,2012,2017,F,208.3,212.7,225
Justin Holiday,05.04.1989,2013,2018,G,198.1,,185
Justin Jackson,28.03.1995,2018,2018,G-F,203.2,210.2,200
Justin Reed,16.01.1982,2005,2007,F,203.2,,240
Justin Williams,12.05.1984,2007,2008,F,208.3,217.2,225
Justise Winslow,26.03.1996,2016,2018,F,200.7,208.9,225
Justus Thigpen,13.08.1947,1970,1974,G,185.4,,160
Jusuf Nurkic,23.08.1994,2015,2018,C,213.4,,280
Juwan Howard,07.02.1973,1995,2013,F,205.7,,240
K.C. Jones,25.05.1932,1959,1967,G,185.4,,200
K.J. McDaniels,09.02.1993,2015,2017,G-F,198.1,211.5,205
Kadeem Allen,15.01.1993,2018,2018,G,190.5,206.4,192
Kalin Lucas,24.05.1989,2015,2015,G,185.4,,195
Kaniel Dickens,21.07.1978,2004,2008,F,203.2,,215
Kannard Johnson,24.06.1965,1988,1988,F,205.7,,220
Kareem Abdul-Jabbar,16.04.1947,1970,1989,C,218.4,,225
Kareem Rush,30.10.1980,2003,2010,G,198.1,207.6,215
Karl Malone,24.07.1963,1986,2004,F,205.7,,250
Karl-Anthony Towns,15.11.1995,2016,2018,C-F,213.4,,244
Kasib Powell,18.03.1981,2008,2008,F,200.7,,215
Kawhi Leonard,29.06.1991,2012,2018,F,200.7,221,230
Kay Felder,29.03.1995,2017,2018,G,175.3,189.2,176
Kebu Stewart,19.12.1973,1998,1998,F,203.2,,239
Kedrick Brown,18.03.1981,2002,2005,G,200.7,,222
Keith Appling,13.02.1992,2016,2016,G,185.4,,185
Keith Askins,15.12.1967,1991,1999,G-F,200.7,,197
Keith Benson,13.08.1988,2012,2012,C,210.8,222.9,240
Keith Bogans,12.05.1980,2004,2014,G-F,195.6,206.4,215
Keith Booth,09.10.1974,1998,1999,F,198.1,,226
Keith Closs,03.04.1976,1998,2000,C,221,,212
Keith Edmonson,28.09.1960,1983,1984,G,195.6,,195
Keith Erickson,19.04.1944,1966,1977,F-G,195.6,,195
Keith Herron,14.06.1956,1979,1982,G-F,198.1,,195
Keith Jennings,02.11.1968,1993,1995,G,170.2,,160
Keith Langford,15.09.1983,2008,2008,G,193,205.7,215
Keith Lee,28.12.1962,1986,1989,F-C,208.3,,215
Keith McCord,22.06.1957,1981,1981,G,200.7,,210
Keith McLeod,05.11.1979,2004,2007,G,188,,188
Keith Owens,31.05.1969,1992,1992,F,200.7,,225
Keith Smart,21.09.1964,1989,1989,G,185.4,,175
Keith Smith,09.03.1964,1987,1987,G,190.5,,180
Keith Starr,14.03.1954,1977,1977,G-F,198.1,,190
Keith Swagerty,30.10.1945,1969,1970,F,200.7,,235
Keith Tower,15.05.1970,1994,1997,C-F,210.8,,250
Keith Van Horn,23.10.1975,1998,2006,F,208.3,,220
Kelenna Azubuike,16.12.1983,2007,2012,G,195.6,,220
Kelly McCarty,24.08.1975,1999,1999,G-F,200.7,,200
Kelly Olynyk,19.04.1991,2014,2018,C-F,213.4,207.6,238
Kelly Oubre,09.12.1995,2016,2018,F,200.7,219.1,205
Kelly Tripucka,16.02.1959,1982,1991,F-G,198.1,,220
Kelvin Cato,26.08.1974,1998,2007,C,210.8,,255
Kelvin Ransey,03.05.1958,1981,1986,G,185.4,,170
Kelvin Upshaw,24.01.1963,1989,1991,G,188,,180
Kemba Walker,08.05.1990,2012,2018,G,185.4,191.8,172
Ken Austin,15.07.1961,1984,1984,F,205.7,,205
Ken Bannister,01.04.1960,1985,1991,F-C,205.7,,235
Ken Boyd,25.03.1952,1975,1975,F,195.6,,195
Ken Charles,10.07.1951,1974,1978,G,190.5,,180
Ken Corley,00.01.1900,1947,1947,C,195.6,,210
Ken Durrett,08.12.1948,1972,1975,F,200.7,,190
Ken Green,19.09.1959,1986,1986,F,203.2,,215
Ken Johnson,07.11.1962,1986,1986,F,203.2,223.5,240
Ken Johnson,07.11.1962,2003,2003,F-C,210.8,223.5,240
Ken Keller,16.08.2022,1947,1947,G,185.4,,180
Ken Mayfield,11.05.1948,1976,1976,G,188,,185
Ken McBride,00.01.1900,1955,1955,G-F,190.5,,190
Ken Menke,02.10.2022,1950,1950,G,182.9,,168
Ken Murray,20.04.2028,1951,1955,G-F,188,,190
Ken Norman,05.09.1964,1988,1997,F,203.2,,215
Ken Rohloff,18.04.1939,1964,1964,G,182.9,,195
Ken Smith,12.07.1953,1976,1976,F,200.7,,185
Ken Spain,06.10.1946,1971,1971,C,205.7,,225
Ken Wilburn,08.06.1944,1968,1969,F,198.1,,195
Kendall Gill,25.05.1968,1991,2005,G,195.6,,195
Kendall Marshall,19.08.1991,2013,2016,G,193,196.9,200
Kendall Rhine,13.02.1943,1968,1969,C,208.3,,230
Kendrick Perkins,10.11.1984,2004,2016,C,208.3,,270
Kennard Winchester,03.09.1966,1991,1993,G-F,195.6,,210
Kenneth Faried,19.11.1989,2012,2018,F,203.2,213.4,228
Kenneth Gardner,27.09.1949,1976,1976,F,195.6,,205
Kenny Anderson,09.10.1970,1992,2005,G,182.9,,168
Kenny Battle,10.10.1964,1990,1993,F,198.1,,210
Kenny Carr,15.08.1955,1978,1987,F,200.7,,220
Kenny Dennard,18.10.1958,1982,1984,F,203.2,,220
Kenny Fields,09.02.1962,1985,1988,F-G,195.6,,220
Kenny Gattison,23.05.1964,1987,1996,F-C,203.2,,225
Kenny Green,11.10.1964,1986,1987,F,198.1,,210
Kenny Higgs,31.01.1955,1979,1982,G,182.9,,180
Kenny McIntosh,21.01.1949,1972,1975,F,200.7,,225
Kenny Natt,05.10.1958,1981,1985,G,190.5,,185
Kenny Payne,25.11.1966,1990,1993,F-G,203.2,,195
Kenny Rollins,14.09.2023,1949,1953,G,182.9,,168
Kenny Sailors,14.01.2021,1947,1951,G,177.8,,175
Kenny Satterfield,10.04.1981,2002,2003,G,188,194.3,186
Kenny Sears,17.08.1933,1956,1964,F,205.7,,198
Kenny Smith,08.03.1965,1988,1997,G,190.5,,170
Kenny Thomas,25.07.1977,2000,2010,F,200.7,,261
Kenny Walker,18.08.1964,1987,1995,F,203.2,,210
Kenny Williams,09.06.1969,1991,1994,F,205.7,,205
Kent Bazemore,01.07.1989,2013,2018,G-F,195.6,,201
Kent Benson,27.12.1954,1978,1988,C,208.3,,235
Kentavious Caldwell-Pope,18.02.1993,2014,2018,G,195.6,203.2,205
Kenton Edelin,24.05.1962,1985,1985,F,203.2,,205
Kenyon Martin,30.12.1977,2001,2015,F,205.7,,234
Keon Clark,16.04.1975,1999,2004,F-C,210.8,,220
Kermit Washington,17.09.1951,1974,1988,F-C,203.2,,230
Kerry Kittles,12.06.1974,1997,2005,G,195.6,,179
Kevin Brooks,12.10.1969,1992,1994,F,198.1,,200
Kevin Burleson,09.04.1979,2006,2006,G,190.5,,205
Kevin Duckworth,01.04.1964,1987,1997,C,213.4,,275
Kevin Durant,29.09.1988,2008,2018,F-G,205.7,225.4,240
Kevin Edwards,30.10.1965,1989,2001,G,190.5,,190
Kevin Gamble,13.11.1965,1988,1997,F-G,195.6,,210
Kevin Garnett,19.05.1976,1996,2016,F-C,210.8,,240
Kevin Grevey,12.05.1953,1976,1985,G-F,195.6,,210
Kevin Henderson,22.03.1964,1987,1988,G,193,,195
Kevin Johnson,04.03.1966,1988,2000,G,185.4,,180
Kevin Jones,25.08.1989,2013,2013,F,203.2,217.2,251
Kevin Joyce,27.06.1951,1974,1976,G,190.5,,190
Kevin Kunnert,11.11.1951,1974,1982,C-F,213.4,,230
Kevin Loder,15.03.1959,1982,1984,F-G,198.1,,205
Kevin Loughery,28.03.1940,1963,1973,G,190.5,,190
Kevin Love,07.09.1988,2009,2018,F,208.3,211.5,251
Kevin Lynch,24.12.1968,1992,1993,G-F,195.6,,195
Kevin Martin,01.02.1983,2005,2016,G,200.7,,199
Kevin McHale,19.12.1957,1981,1993,F-C,208.3,,210
Kevin McKenna,08.01.1959,1982,1988,G-F,195.6,,195
Kevin Murphy,06.03.1990,2013,2013,G,195.6,200,185
Kevin Ollie,27.12.1972,1998,2010,G,193,,195
Kevin O'Shea,10.07.2025,1951,1953,G,188,,175
Kevin Porter,17.04.1950,1973,1983,G,182.9,,170
Kevin Pritchard,17.07.1967,1991,1996,G,190.5,,180
Kevin Restani,23.12.1951,1975,1982,F-C,205.7,,225
Kevin Salvadori,30.12.1970,1997,1998,C,213.4,,231
Kevin Seraphin,07.12.1989,2011,2017,F,205.7,,285
Kevin Stacom,04.09.1951,1975,1982,G,190.5,,185
Kevin Thompson,07.02.1971,1994,1994,C-F,210.8,,260
Kevin Williams,11.09.1961,1984,1989,G,188,,175
Kevin Willis,06.09.1962,1985,2007,F-C,213.4,,220
Kevinn Pinkney,20.10.1983,2007,2007,F,208.3,,245
Kevon Looney,06.02.1996,2016,2018,F-C,205.7,222.3,220
Keyon Dooling,08.05.1980,2001,2013,G,190.5,,196
Khalid El-Amin,25.04.1979,2001,2001,G,177.8,186.7,200
Khalid Reeves,15.07.1972,1995,2000,G,190.5,,199
Khem Birch,28.09.1992,2018,2018,C-F,205.7,215.9,220
Khris Middleton,12.08.1991,2013,2018,F-G,203.2,210.2,234
Kiki Vandeweghe,01.08.1958,1981,1993,F,203.2,,220
Kim Anderson,12.05.1955,1979,1979,F,200.7,,200
Kim English,24.09.1988,2013,2013,G,198.1,199.4,200
Kim Hughes,04.06.1952,1976,1981,C,210.8,,220
Kirk Haston,10.03.1979,2002,2003,F,205.7,214,242
Kirk Hinrich,02.01.1981,2004,2016,G,193,198.1,190
Kirk Penney,23.11.1980,2004,2005,G,195.6,196.2,220
Kirk Snyder,05.06.1983,2005,2008,G,198.1,205.7,225
Kiwane Garris,24.09.1974,1998,2000,G,188,,183
Klay Thompson,08.02.1990,2012,2018,G-F,200.7,205.7,215
Kleggie Hermsen,12.03.2023,1947,1953,C-F,205.7,,225
Kobe Bryant,23.08.1978,1997,2016,G-F,198.1,,212
Kobi Simmons,04.07.1997,2018,2018,G,195.6,198.1,166
Korleone Young,31.12.1978,1999,1999,F,200.7,,213
Kornel David,22.10.1971,1999,2001,F,205.7,,235
Kosta Koufos,24.02.1989,2009,2018,C,213.4,,265
Kosta Perovic,19.02.1985,2008,2008,C,218.4,,240
Kostas Papanikolaou,31.07.1990,2015,2016,F,203.2,,225
Kris Dunn,18.03.1994,2017,2018,G,193,207,210
Kris Humphries,06.02.1985,2005,2017,F-C,205.7,214.6,235
Kris Joseph,17.12.1988,2013,2013,F,200.7,210.8,210
Kristaps Porzingis,02.08.1995,2016,2018,F-C,221,,240
Kurk Lee,03.06.1967,1991,1991,G,190.5,,190
Kurt Nimphius,13.03.1958,1982,1990,C-F,208.3,,218
Kurt Rambis,25.02.1958,1982,1995,F,203.2,,213
Kurt Thomas,04.10.1972,1996,2013,F,205.7,,230
Kwame Brown,10.03.1982,2002,2013,F,210.8,215.9,270
Kyle Anderson,20.09.1993,2015,2018,F-G,205.7,220.3,230
Kyle Collinsworth,03.10.1991,2018,2018,G-F,198.1,,210
Kyle Korver,17.03.1981,2004,2018,G-F,200.7,207,212
Kyle Kuzma,24.07.1995,2018,2018,F,205.7,214,220
Kyle Lowry,25.03.1986,2007,2018,G,182.9,,205
Kyle Macy,09.04.1957,1981,1987,G,190.5,,175
Kyle O'Quinn,26.03.1990,2013,2018,F-C,208.3,225.4,250
Kyle Singler,04.05.1988,2013,2018,F,203.2,208.5,228
Kyle Weaver,18.02.1986,2009,2011,G,198.1,,201
Kyle Wiltjer,20.10.1992,2017,2017,F,208.3,214,240
Kyrie Irving,23.03.1992,2012,2018,G,190.5,193,193
Kyrylo Fesenko,24.12.1986,2008,2012,C,215.9,,288
LaBradford Smith,03.04.1969,1992,1994,G,190.5,,200
Lamar Green,22.03.1947,1970,1975,F-C,200.7,,210
Lamar Odom,06.11.1979,2000,2013,F,208.3,,220
Lamar Patterson,12.08.1991,2016,2017,G-F,195.6,210.8,225
